1.6213,1.237,1
1.0162,-0.17708,1
1.744,-0.42373,1
1.9652,2.8701,1
2.9712,0.52502,1
3.3468,0.9737,1
2.5326,3.0362,1
3.1082,2.0456,1
0.62298,2.1305,1
1.2799,1.3489,1
1.3946,2.2857,1
1.4677,1.621,1
2.5711,1.741,1
1.6694,-0.97608,1
0.99643,2.2921,1
-0.68014,2.9496,1
1.1457,1.6434,1
2.6479,1.3452,1
1.5144,1.7776,1
2.1428,0.71073,1
-0.7665,-0.64899,0
-2.9427,-1.5648,0
-1.6145,-1.0141,0
-2.8357,-1.4744,0
-2.8482,-1.415,0
-1.8936,0.11647,0
-2.113,-0.34071,0
0.81101,-1.7878,0
-0.45761,0.70433,0
-0.41493,-1.6028,0
-3.3028,-1.764,0
-4.2336,-1.3598,0
-3.4231,-1.4097,0
1.0504,-3.2751,0
-2.1051,-1.99,0
-2.8497,-0.94537,0
-2.1692,-0.046423,0
-4.0092,-1.121,0
-1.3306,-1.7505,0
-3.6637,-3.1201,0
