-0.55009,-0.20282,1
1.6582,1.6983,1
-0.87729,0.50268,1
0.20372,-0.54839,1
0.7306,-0.4452,1
0.46718,-0.035602,1
-1.7324,2.1127,1
1.7058,-2.909,1
-1.1146,1.1062,1
1.0947,0.9108,1
-0.64622,2.1376,1
-0.061088,-0.8982,1
1.957,1.1915,1
1.521,0.33423,1
1.232,0.15217,1
-0.56065,1.6315,1
0.23335,-0.63468,1
0.46912,-1.5186,1
1.4712,0.25482,1
2.3359,1.3658,1
0.19774,-0.33959,1
-1.138,0.22474,1
-0.4088,0.15887,1
0.49539,1.1021,1
1.979,0.13326,1
0.92395,1.8031,1
-0.096968,-0.94068,1
-0.97326,0.66843,1
0.070481,-1.6538,1
0.069809,0.10884,1
1.2763,-1.6882,1
-1.1845,1.2088,1
0.2584,0.20315,1
0.21378,0.91248,1
-1.3982,-0.25815,1
0.50859,1.1588,1
0.19009,1.3428,1
-0.46444,0.6352,1
0.49788,0.61184,1
2.0664,1.5113,1
0.46416,1.5903,1
-0.08118,-0.19246,1
-0.10992,0.1923,1
0.38193,1.6532,1
1.0269,1.2767,1
-0.58803,1.1173,1
0.92608,-1.4933,1
0.79177,-0.20119,1
-0.35502,2.9455,1
0.78263,-0.42018,1
-1.2191,0.94416,1
0.44301,0.58447,1
0.83904,0.13711,1
0.99398,0.96723,1
2.3138,1.2845,1
-0.72618,1.4966,1
1.8676,1.3565,1
0.66007,0.49575,1
1.2525,-0.89077,1
-0.56764,0.38573,1
0.15802,1.4437,1
0.18445,1.3702,1
0.56332,2.0966,1
1.9875,0.27609,1
1.041,-0.44028,1
1.8499,0.15523,1
0.52473,0.38031,1
-0.3263,1.5694,1
0.94153,0.55913,1
0.64259,0.67692,1
-1.0726,-0.38382,1
0.094934,-0.76199,1
-0.36172,-0.3246,1
0.31639,1.0371,1
-0.63491,1.574,1
2.0932,0.21413,1
0.49141,0.83192,1
1.2784,0.37429,1
0.31933,1.9413,1
-0.17725,-0.070782,1
1.0398,0.86015,1
1.3978,0.65557,1
0.96205,1.9263,1
-0.97887,1.7372,1
0.31895,0.11844,1
0.70198,0.20562,1
-1.464,-0.842,1
0.092863,0.42885,1
1.179,-0.47504,1
1.044,0.68261,1
1.5777,-0.28717,1
0.85386,-0.97055,1
-1.0626,-1.5561,1
1.4829,0.53471,1
-0.43594,0.99454,1
0.60701,-0.39101,1
-0.096716,-0.23891,1
0.59268,-1.1312,1
-0.11059,1.77,1
1.4717,2.2437,1
1.4496,-0.25813,0
0.078722,-0.57949,0
1.9276,1.2185,0
2.4629,0.53773,0
0.091247,0.77399,0
-0.93496,-1.5473,0
-1.1609,-0.11933,0
0.25084,0.78738,0
0.99079,1.5623,0
0.24987,0.45121,0
-0.65687,-1.0694,0
-0.87443,-0.92122,0
-0.25463,-0.2278,0
0.31312,1.0376,0
1.2348,-0.25692,0
1.2079,-0.27864,0
0.71363,-0.76669,0
-1.2943,0.2889,0
-0.29121,-0.36294,0
1.2509,-0.034706,0
1.4894,-0.12205,0
-2.0317,-0.71553,0
2.7074,0.09672,0
-1.2397,-0.48634,0
0.13142,0.31854,0
-2.3751,-0.6598,0
-0.085075,-0.6739,0
1.5329,0.84318,0
-3.1181,-1.8006,0
0.43889,-0.53396,0
0.11255,-1.8914,0
0.48704,0.91689,0
-2.8588,-1.7192,0
-1.5402,-2.062,0
-0.69427,0.15968,0
-1.691,-0.24874,0
0.56809,0.6035,0
-0.80279,0.026289,0
-0.12224,-0.17469,0
-2.5098,-0.35772,0
0.93874,0.32728,0
-3.0373,-2.6434,0
-0.14557,2.3724,0
-1.5491,-0.85933,0
-5.4938,-2.1362,0
0.73614,-0.57504,0
1.7623,1.1642,0
1.1505,0.68085,0
-0.68171,0.95394,0
-1.3448,-1.2479,0
-1.7225,-1.8562,0
-1.5925,-1.4114,0
-1.5543,-0.20009,0
-1.1257,-0.34142,0
1.1768,-0.017595,0
-0.61826,-0.20353,0
-1.2101,-1.0182,0
-0.37835,-0.81151,0
1.863,-0.32764,0
0.82759,0.012872,0
-2.4907,-0.98777,0
0.22623,0.67955,0
-2.6668,-0.81476,0
-1.4547,-0.65104,0
-0.30071,-1.4425,0
0.73039,-0.26666,0
0.09006,-0.47209,0
-2.5341,-1.112,0
-1.4371,-0.90186,0
-3.245,-1.5065,0
-1.5349,-0.11268,0
-2.9148,-0.68176,0
-0.13654,-0.24418,0
-1.5407,-1.0109,0
2.5368,-0.12837,0
0.33711,0.45498,0
-3.5612,-1.7321,0
-1.882,-2.1904,0
2.1294,1.2179,0
-4.3461,-1.6176,0
-2.0627,-2.0327,0
-3.258,-1.8488,0
1.7657,0.77079,0
1.0055,-2.9349,0
2.474,-1.0016,0
-2.0784,-1.5258,0
0.45332,-0.78882,0
-0.97124,-0.62119,0
2.7077,-0.99424,0
-1.7291,-1.0642,0
2.0062,-0.08647,0
-1.71,-0.49901,0
1.3866,-0.75324,0
-1.5011,-0.25074,0
-2.3016,-0.3096,0
0.24095,-0.13186,0
-3.11,-1.0126,0
-1.558,0.23525,0
-1.0655,-0.65831,0
2.5432,0.74277,0
